Member_number,Date,itemDescription,Frequency,Frequency_per_date,Item_Sold
2156,2015-05-15,newspapers,9,2,1
1444,2015-12-16,rolls/buns,20,2,1
1699,2015-05-14,citrus fruit,10,2,3
4954,2015-05-04,whole milk,8,2,9
2207,2015-04-08,frankfurter,8,2,2
4826,2015-01-28,ham,13,2,1
2374,2015-06-08,frankfurter,14,2,1
1604,2015-08-18,sausage,8,2,3
4437,2015-11-29,domestic eggs,23,2,1
2319,2015-05-10,whole milk,7,5,3
3018,2015-06-27,rolls/buns,6,2,6
1195,2015-09-28,whole milk,6,2,8
1768,2015-09-04,sausage,20,2,4
3017,2015-09-28,curd,6,2,1
3384,2015-11-29,bottled water,10,2,2
1918,2015-01-30,beef,4,2,3
2524,2015-10-17,frankfurter,28,2,3
2798,2015-06-17,chicken,8,2,1
2096,2015-01-25,sausage,2,2,5
1489,2015-03-13,pork,13,2,4
1431,2015-07-20,yogurt,9,2,3
2747,2015-07-05,whole milk,12,2,6
3054,2015-03-22,frankfurter,18,2,4
2691,2015-10-09,beef,10,2,4
1752,2015-04-19,pip fruit,10,2,2
3027,2015-09-15,sausage,9,2,2
4452,2015-06-17,pastry,4,2,4
4129,2015-08-13,chicken,17,2,2
3523,2015-11-09,root vegetables,16,2,4
2128,2015-02-11,whole milk,11,2,5
4867,2015-02-03,detergent,11,2,1
4762,2015-10-30,rolls/buns,13,2,1
1632,2015-05-29,house keeping products,14,2,1
4018,2015-11-17,yogurt,17,2,3
1722,2015-07-13,tropical fruit,14,2,1
1438,2015-10-19,tropical fruit,17,2,3
3958,2015-10-27,curd,6,2,1
3292,2015-09-13,beef,6,2,1
2861,2015-02-23,whole milk,12,2,7
1757,2015-02-24,pork,15,2,1
1509,2015-12-30,other vegetables,18,2,4
2364,2015-05-11,rolls/buns,15,2,1
3084,2015-10-26,frankfurter,14,2,3
1850,2015-02-17,yogurt,8,2,3
1949,2015-03-17,whole milk,15,2,3
4740,2015-10-02,bottled water,10,2,3
1072,2015-10-23,frankfurter,4,2,3
4196,2015-07-09,rolls/buns,10,2,2
4814,2015-09-13,whole milk,15,2,3
1514,2015-02-28,rolls/buns,10,2,4
4584,2015-10-25,chicken,10,2,1
2751,2015-02-03,tropical fruit,12,2,4
4155,2015-09-24,sausage,17,2,1
4670,2015-10-11,sausage,7,2,4
4566,2015-07-27,frankfurter,13,2,1
2371,2015-08-30,UHT-milk,6,2,1
3442,2015-11-14,rolls/buns,13,2,1
3090,2015-09-27,canned beer,22,2,2
1457,2015-01-09,yogurt,12,2,3
4952,2015-04-08,whipped/sour cream,15,2,4
3165,2015-01-11,rolls/buns,18,2,5
2608,2015-09-19,rolls/buns,8,2,4
2040,2015-10-07,beverages,15,2,2
1327,2015-08-09,rolls/buns,18,2,4
3363,2015-01-07,rolls/buns,13,2,2
1731,2015-09-09,bottled beer,12,2,1
2760,2015-08-02,citrus fruit,23,2,2
3120,2015-01-14,bottled water,24,2,1
1332,2015-04-30,pastry,15,2,2
4530,2015-09-12,domestic eggs,4,2,2
3145,2015-02-23,beef,8,2,2
1099,2015-08-13,spread cheese,6,2,2
3188,2015-12-06,tropical fruit,6,2,3
3748,2015-10-13,packaged fruit/vegetables,11,2,1
4655,2015-03-31,whole milk,10,2,7
1827,2015-05-01,meat,23,2,2
2485,2015-02-17,onions,7,2,2
4683,2015-01-15,frankfurter,21,2,2
4358,2015-11-06,beef,6,2,1
1931,2015-10-09,beef,16,2,4
2490,2015-12-18,sausage,6,2,1
4842,2015-12-08,chicken,12,2,1
4616,2015-01-01,canned beer,13,2,3
2810,2015-09-22,sausage,17,2,4
2785,2015-10-18,tropical fruit,10,2,4
3591,2015-07-20,frankfurter,8,2,2
3896,2015-09-10,sausage,11,2,4
3842,2015-07-01,beef,9,2,1
2648,2015-07-10,tropical fruit,13,2,3
4688,2015-10-02,yogurt,16,2,2
3511,2015-08-26,frankfurter,14,2,4
3084,2015-09-04,bottled beer,14,2,1
3810,2015-05-07,grapes,6,2,1
4348,2015-02-26,beverages,12,2,2
3584,2015-03-10,curd,14,2,1
2620,2015-06-11,ice cream,8,2,1
2716,2015-01-18,sausage,16,2,1
3797,2015-08-10,other vegetables,15,2,4
2976,2015-06-02,dessert,5,2,1
2762,2015-11-07,decalcifier,9,2,1
3752,2015-04-25,canned beer,27,2,1
1659,2015-11-30,coffee,15,2,1
4109,2015-02-08,berries,13,2,1
1542,2015-08-07,pork,13,2,3
2068,2015-06-07,frankfurter,12,2,1
4509,2015-06-14,pork,20,2,2
4646,2015-06-14,frankfurter,12,2,3
2122,2015-04-07,frozen dessert,10,2,1
2730,2015-06-15,chicken,11,2,2
1800,2015-07-31,vinegar,12,2,1
1456,2015-09-18,rolls/buns,18,7,3
1138,2015-09-02,whole milk,6,2,4
4104,2015-06-12,pork,16,2,4
4985,2015-02-28,rolls/buns,8,2,4
3181,2015-12-13,grapes,14,2,1
3178,2015-10-21,frankfurter,12,2,1
1688,2015-11-10,finished products,2,2,1
1488,2015-11-28,onions,8,2,1
4975,2015-05-08,tropical fruit,13,2,1
4697,2015-01-09,other vegetables,12,2,4
4742,2015-01-11,ham,15,2,2
2640,2015-04-22,other vegetables,2,2,6
2548,2015-12-25,curd,10,2,2
2825,2015-12-29,sausage,10,2,2
2592,2015-07-04,canned beer,16,2,2
3622,2015-12-28,ham,10,2,1
4852,2015-08-21,packaged fruit/vegetables,20,2,1
1839,2015-09-03,meat,11,2,2
2413,2015-04-04,whole milk,14,2,3
2982,2015-06-14,canned beer,12,2,2
1981,2015-10-31,chicken,4,2,2
4440,2015-09-21,rolls/buns,12,2,4
3497,2015-11-24,pet care,23,2,2
3668,2015-12-18,root vegetables,13,2,3
4460,2015-05-28,pastry,8,2,1
1335,2015-01-16,frankfurter,12,2,1
4303,2015-12-07,chicken,25,2,1
3508,2015-02-28,frozen dessert,17,2,1
1959,2015-03-19,citrus fruit,19,2,2
3856,2015-03-06,sausage,13,2,2
3141,2015-07-29,root vegetables,17,2,1
4640,2015-09-25,root vegetables,9,2,1
4851,2015-05-25,bottled beer,14,2,3
3306,2015-09-22,frankfurter,16,2,3
2193,2015-04-08,root vegetables,27,2,2
1156,2015-09-13,berries,2,2,2
4596,2015-04-08,hamburger meat,10,2,2
1245,2015-10-08,tropical fruit,20,2,1
1515,2015-07-05,frankfurter,13,2,3
2564,2015-07-14,frankfurter,10,2,1
4527,2015-10-18,soda,11,2,4
2487,2015-07-09,ice cream,4,2,1
3420,2015-02-27,beef,6,2,1
4442,2015-11-28,whole milk,14,2,13
3164,2015-04-30,pork,21,2,3
3601,2015-04-01,whole milk,8,2,15
3176,2015-05-25,bottled beer,13,2,3
2568,2015-07-22,pork,19,2,3
1856,2015-10-26,root vegetables,8,2,3
3859,2015-09-30,canned beer,4,2,3
1668,2015-08-21,citrus fruit,11,2,2
4499,2015-08-23,pip fruit,15,2,2
1753,2015-08-21,root vegetables,17,2,2
3829,2015-06-25,tropical fruit,9,2,6
4825,2015-01-08,beef,14,2,2
3694,2015-11-10,chicken,11,2,2
4147,2015-01-02,citrus fruit,12,5,2
2196,2015-10-09,meat,14,2,1
2229,2015-05-22,cream cheese ,22,2,1
4724,2015-09-03,citrus fruit,4,2,2
3066,2015-10-11,specialty bar,12,2,1
1120,2015-06-08,meat,17,2,1
4769,2015-08-22,citrus fruit,12,2,3
4711,2015-09-17,frankfurter,8,2,2
2391,2015-06-22,citrus fruit,15,2,3
1216,2015-03-04,turkey,14,2,1
3154,2015-05-14,citrus fruit,11,2,3
3911,2015-07-30,sausage,16,2,6
3111,2015-10-15,newspapers,16,2,1
1385,2015-11-26,whole milk,15,2,4
1158,2015-03-21,yogurt,11,2,2
2733,2015-07-22,yogurt,6,2,4
4999,2015-12-26,bottled water,16,2,1
2882,2015-06-12,berries,11,2,1
2590,2015-06-25,packaged fruit/vegetables,10,2,1
4249,2015-08-04,frankfurter,11,2,3
3012,2015-05-03,nuts/prunes,6,2,1
1533,2015-11-07,citrus fruit,6,2,4
1667,2015-01-12,beef,2,2,2
4323,2015-05-13,whole milk,12,2,6
2087,2015-02-22,other vegetables,10,2,4
1853,2015-05-31,beef,9,2,1
2157,2015-10-29,fish,11,2,1
1136,2015-10-29,other vegetables,19,2,5
2049,2015-10-07,tropical fruit,9,2,3
3122,2015-05-02,coffee,24,2,1
2245,2015-05-15,sausage,8,2,3
4746,2015-10-18,meat,14,2,1
4224,2015-02-24,chicken,12,2,1
4219,2015-03-19,berries,8,2,1
2641,2015-01-01,frozen meals,12,2,1
3173,2015-07-25,whipped/sour cream,2,2,1
2191,2015-10-19,beef,10,2,1
4212,2015-04-07,chicken,11,2,2
1902,2015-12-01,chicken,7,2,4
1347,2015-03-27,beef,14,2,2
1578,2015-06-23,packaged fruit/vegetables,8,2,1
1264,2015-11-23,sugar,17,2,2
4632,2015-09-30,frankfurter,10,2,5
3452,2015-11-01,berries,8,2,1
4822,2015-02-10,bottled water,12,2,1
3987,2015-06-18,sausage,11,2,3
1672,2015-10-07,whole milk,6,2,5
4864,2015-12-01,ice cream,25,2,1
3368,2015-03-09,frankfurter,6,2,2
1283,2015-09-22,root vegetables,17,2,3
4428,2015-06-28,sausage,6,2,3
2577,2015-10-25,sausage,8,2,3
1973,2015-10-24,beef,2,2,1
3284,2015-01-23,fruit/vegetable juice,16,2,1
1905,2015-05-19,sugar,26,2,2
2226,2015-03-09,berries,13,2,1
1932,2015-09-04,yogurt,20,2,6
4506,2015-08-11,pork,2,2,2
1843,2015-11-27,bottled beer,9,2,3
3973,2015-07-27,curd,16,2,1
1651,2015-07-28,beef,16,2,1
3997,2015-10-12,pork,10,2,1
4796,2015-08-25,white bread,14,2,1
1245,2015-09-24,grapes,20,2,3
3579,2015-08-17,potato products,13,2,1
4387,2015-02-10,root vegetables,17,2,3
2496,2015-06-29,chicken,8,2,3
3590,2015-03-28,chicken,14,2,1
2890,2015-04-26,fish,6,2,1
1401,2015-01-27,canned beer,4,2,1
3297,2015-05-21,other vegetables,12,2,3
2867,2015-12-23,chicken,15,2,2
1365,2015-05-20,other vegetables,12,2,5
2355,2015-07-24,tropical fruit,12,2,1
1170,2015-03-19,whole milk,20,2,3
3554,2015-03-21,beef,8,2,2
4171,2015-01-26,sausage,8,2,3
3963,2015-09-17,whole milk,14,2,5
3076,2015-12-08,rolls/buns,4,2,6
1629,2015-05-17,citrus fruit,6,2,6
1366,2015-05-30,whole milk,25,2,5
3677,2015-07-29,pastry,13,2,2
2844,2015-05-21,tropical fruit,2,2,5
4509,2015-09-28,sliced cheese,20,2,1
3245,2015-05-11,soda,18,2,2
2294,2015-06-22,ham,23,2,1
1234,2015-11-20,salty snack,10,2,1
3001,2015-12-24,whole milk,4,2,1
3587,2015-08-05,root vegetables,11,2,3
2700,2015-01-22,soda,9,2,3
3838,2015-12-14,curd,6,2,1
4045,2015-12-22,bottled water,11,2,2
1858,2015-04-25,packaged fruit/vegetables,5,2,1
2280,2015-01-11,tropical fruit,4,2,4
2454,2015-04-06,ham,20,2,1
4437,2015-10-09,pork,23,2,3
1685,2015-03-30,beverages,8,2,1
2349,2015-02-26,sausage,16,2,7
1463,2015-12-24,sausage,6,2,3
3470,2015-02-19,root vegetables,9,2,2
4914,2015-11-29,whole milk,10,2,6
2448,2015-08-31,frankfurter,17,2,1
3387,2015-05-10,soda,7,2,5
3167,2015-11-04,soda,7,2,5
3175,2015-03-17,frankfurter,14,2,1
2678,2015-09-21,berries,11,2,1
4627,2015-12-18,canned beer,4,2,2
1773,2015-10-17,frankfurter,9,2,3
3100,2015-05-23,frankfurter,12,2,2
3232,2015-05-29,berries,16,2,2
3673,2015-08-12,frankfurter,8,2,1
4068,2015-11-19,newspapers,12,2,2
2340,2015-10-07,frozen fish,18,2,1
1930,2015-03-01,tropical fruit,13,2,4
3526,2015-06-02,beef,10,2,1
1617,2015-02-10,rolls/buns,9,2,5
1028,2015-07-11,specialty chocolate,13,2,1
4440,2015-12-01,sparkling wine,12,2,1
3554,2015-07-23,citrus fruit,8,2,2
1632,2015-12-15,onions,14,2,1
1429,2015-02-07,whole milk,5,2,8
1225,2015-05-20,photo/film,21,2,2
2509,2015-07-15,hamburger meat,8,2,1
4945,2015-08-02,other vegetables,2,2,7
4342,2015-03-18,whole milk,10,2,5
1832,2015-09-28,pork,16,2,2
1518,2015-06-21,tropical fruit,7,2,3
1512,2015-09-20,chicken,10,2,3
4818,2015-03-20,other vegetables,8,2,4
4686,2015-08-19,sausage,13,2,3
4986,2015-02-01,whole milk,12,2,9
2755,2015-02-06,rolls/buns,15,2,1
4532,2015-11-29,hygiene articles,6,2,1
2070,2015-08-16,ice cream,24,2,1
1894,2015-05-09,curd,14,2,2
3473,2015-01-25,whole milk,6,2,7
2140,2015-09-28,onions,6,2,1
3286,2015-12-23,finished products,4,2,2
4729,2015-04-08,salt,6,2,1
3204,2015-02-20,tropical fruit,11,2,3
1574,2015-04-18,other vegetables,23,2,2
3361,2015-07-22,chocolate,22,2,3
1776,2015-02-25,ice cream,14,2,1
2009,2015-10-11,tropical fruit,6,2,4
3479,2015-03-24,frankfurter,8,2,2
2394,2015-11-22,butter,29,2,1
1337,2015-12-25,other vegetables,4,2,3
3574,2015-06-13,tropical fruit,14,2,1
1727,2015-07-18,citrus fruit,6,2,2
1016,2015-10-05,UHT-milk,11,2,2
4326,2015-01-21,beef,12,2,3
2212,2015-09-22,curd,12,2,2
1990,2015-08-01,citrus fruit,6,2,3
3836,2015-12-06,yogurt,6,2,6
4560,2015-07-01,bottled beer,4,2,4
1119,2015-02-04,grapes,2,2,1
1379,2015-05-18,pork,28,2,2
1658,2015-09-03,sausage,12,2,2
2948,2015-06-16,frankfurter,10,2,3
1273,2015-05-04,artif. sweetener,4,2,1
1155,2015-12-27,frankfurter,8,2,3
1672,2015-02-05,pip fruit,6,2,2
3841,2015-04-02,frankfurter,17,2,2
1683,2015-08-20,whole milk,5,2,6
1774,2015-08-07,domestic eggs,12,2,3
4441,2015-06-17,packaged fruit/vegetables,16,2,1
1929,2015-05-02,chicken,21,2,2
1273,2015-01-31,pork,4,2,2
2920,2015-10-11,citrus fruit,11,2,3
2467,2015-04-18,light bulbs,12,2,1
2678,2015-11-28,cream cheese ,11,2,2
3423,2015-06-02,sausage,8,2,2
4223,2015-07-19,citrus fruit,17,2,2
2846,2015-09-23,other vegetables,6,2,5
4103,2015-07-26,chicken,9,2,1
4789,2015-05-02,ice cream,11,2,1
4916,2015-02-26,pork,13,2,1
2518,2015-05-03,pork,12,2,2
2622,2015-03-07,onions,12,2,1
4321,2015-01-29,tropical fruit,18,2,1
2050,2015-06-28,whipped/sour cream,4,2,2
2146,2015-06-20,berries,6,2,1
3938,2015-05-26,berries,16,2,2
1636,2015-09-19,rolls/buns,12,2,4
4694,2015-07-29,ice cream,20,2,1
2432,2015-07-07,coffee,14,2,2
4937,2015-05-18,whole milk,16,2,3
1293,2015-03-01,whole milk,11,2,7
2883,2015-02-17,citrus fruit,10,2,1
2267,2015-01-30,beef,15,2,3
3997,2015-06-09,pork,10,2,2
4792,2015-07-20,turkey,4,2,1
2292,2015-03-25,margarine,2,2,3
1018,2015-05-23,butter milk,8,2,1
4922,2015-02-13,beef,10,2,1
3151,2015-09-25,bottled water,6,2,3
2517,2015-07-04,pip fruit,27,2,3
1499,2015-05-17,whole milk,10,2,7
4993,2015-01-21,chocolate,10,2,1
1606,2015-11-11,frankfurter,8,2,2
2918,2015-08-10,whole milk,21,2,3
1815,2015-01-13,sausage,11,2,4
4524,2015-07-05,grapes,22,2,1
1395,2015-06-11,brown bread,23,2,1
3456,2015-06-16,root vegetables,13,2,2
1597,2015-02-05,UHT-milk,8,2,1
2315,2015-05-02,onions,14,2,2
4095,2015-09-29,beef,6,2,3
3680,2015-11-24,pork,9,2,4
2847,2015-11-23,canned beer,13,2,1
3426,2015-10-25,yogurt,8,2,4
4750,2015-08-04,yogurt,11,2,5
1384,2015-08-09,pip fruit,15,2,1
3120,2015-08-09,meat,24,2,1
1081,2015-04-25,coffee,16,2,1
1171,2015-05-05,bottled water,10,2,2
4932,2015-07-08,bottled beer,14,2,4
4189,2015-09-11,sausage,6,2,2
4455,2015-09-09,shopping bags,16,2,2
2928,2015-02-11,pork,9,2,1
4817,2015-03-18,frankfurter,12,2,4
4257,2015-06-28,ice cream,13,2,1
4254,2015-07-20,root vegetables,6,2,2
4071,2015-09-19,sausage,9,2,4
2109,2015-10-28,sausage,10,2,2
1412,2015-07-05,root vegetables,12,2,2
4088,2015-09-23,canned vegetables,10,2,2
4056,2015-10-20,tropical fruit,16,2,2
4441,2015-05-05,grapes,16,2,1
4363,2015-07-01,whole milk,6,2,8
2107,2015-11-27,frankfurter,19,2,4
2941,2015-02-23,dessert,12,2,2
1497,2015-07-26,shopping bags,9,2,2
2211,2015-01-01,butter,13,2,2
3510,2015-01-02,frankfurter,2,2,1
4074,2015-05-27,pork,9,2,3
3190,2015-11-21,whole milk,12,2,10
2297,2015-03-01,brown bread,2,2,3
3311,2015-07-01,frozen fish,8,2,1
3085,2015-01-21,soda,4,2,7
3693,2015-11-16,whole milk,8,2,2
4859,2015-07-07,pork,8,2,2
2125,2015-06-25,whipped/sour cream,6,2,3
2261,2015-04-04,frankfurter,13,2,1
3679,2015-11-27,grapes,21,2,3
4165,2015-08-18,sausage,20,2,3
3538,2015-03-01,citrus fruit,6,2,2
3913,2015-02-19,ham,12,2,2
2336,2015-04-14,chewing gum,11,2,1
3549,2015-08-01,beef,20,2,2
4434,2015-09-21,beef,15,2,1
2854,2015-02-08,other vegetables,11,4,2
3413,2015-02-08,frankfurter,10,2,1
1780,2015-10-13,canned fish,21,2,3
2899,2015-09-06,sausage,11,2,3
2106,2015-08-13,bottled water,12,2,3
3929,2015-07-30,specialty cheese,9,2,1
3857,2015-10-01,bottled water,14,2,1
4459,2015-12-18,bottled water,12,2,1
4551,2015-07-28,chicken,4,2,3
4042,2015-12-17,frankfurter,16,2,4
2599,2015-05-06,chicken,15,2,2
1045,2015-11-25,chicken,9,2,1
4677,2015-01-24,butter,7,2,1
1580,2015-06-14,citrus fruit,16,2,3
3269,2015-10-07,whipped/sour cream,5,2,2
4368,2015-01-29,frankfurter,8,2,1
1111,2015-11-20,beef,11,2,2
4841,2015-09-13,chicken,11,2,1
3047,2015-09-07,sausage,5,2,5
4349,2015-03-14,citrus fruit,8,2,3
3580,2015-11-24,ice cream,4,2,1
2370,2015-07-18,specialty chocolate,19,2,1
3094,2015-06-28,frankfurter,17,2,2
1146,2015-09-12,pork,20,2,1
2287,2015-12-16,UHT-milk,8,2,2
3911,2015-08-23,UHT-milk,16,2,1
4891,2015-04-19,cookware,13,2,1
4837,2015-12-02,citrus fruit,10,2,2
4464,2015-10-21,sausage,17,2,3
2940,2015-10-18,frankfurter,11,2,2
4972,2015-02-06,citrus fruit,13,2,3
4890,2015-07-03,ham,12,2,1
4295,2015-07-17,ham,11,2,2
2729,2015-09-24,bottled water,18,2,1
1125,2015-11-19,popcorn,11,2,1
1850,2015-01-11,tropical fruit,8,2,4
2928,2015-09-22,frankfurter,9,2,3
3717,2015-05-30,hamburger meat,10,2,2
3809,2015-03-24,soda,9,2,4
3437,2015-02-02,sausage,14,2,2
1481,2015-01-17,yogurt,4,2,4
1050,2015-05-04,meat,14,2,1
2918,2015-03-16,red/blush wine,21,2,1
4499,2015-08-08,UHT-milk,15,2,1
4117,2015-01-06,brown bread,15,2,1
1630,2015-05-22,semi-finished bread,4,2,1
3715,2015-05-11,whole milk,7,2,7
3512,2015-11-17,cat food,4,2,1
1197,2015-04-27,citrus fruit,18,2,2
3958,2015-03-04,citrus fruit,6,2,2
4890,2015-09-14,meat,12,2,1
3112,2015-05-19,rolls/buns,8,2,2
4502,2015-11-22,root vegetables,9,2,5
4719,2015-06-01,tropical fruit,16,2,3
1516,2015-01-28,brown bread,4,2,1
4281,2015-10-18,shopping bags,13,2,1
1566,2015-04-30,grapes,21,2,1
4641,2015-11-29,ham,10,2,3
2561,2015-02-26,root vegetables,9,2,2
2344,2015-12-17,ice cream,25,2,1
2643,2015-04-21,tropical fruit,12,2,8
3236,2015-04-09,finished products,10,2,1
4863,2015-12-30,dessert,4,2,1
2264,2015-01-12,sparkling wine,8,2,1
3168,2015-03-20,other vegetables,12,2,4
1282,2015-11-18,misc. beverages,10,2,2
2832,2015-11-02,other vegetables,11,2,4
3067,2015-11-27,misc. beverages,10,2,2
1847,2015-04-17,dessert,9,2,1
3525,2015-02-14,frankfurter,9,7,4
1231,2015-10-14,sausage,16,2,2
3471,2015-03-28,meat,10,2,1
2421,2015-11-22,sausage,21,2,1
4092,2015-06-14,onions,10,2,1
1577,2015-03-16,beef,2,2,1
3463,2015-06-13,pip fruit,8,2,2
3518,2015-08-01,ham,16,2,3
4325,2015-10-14,yogurt,9,2,3
4947,2015-11-18,citrus fruit,14,2,4
2194,2015-01-11,other vegetables,15,2,4
2868,2015-03-20,pork,21,2,1
3211,2015-09-30,bathroom cleaner,4,2,2
4537,2015-01-01,ham,13,2,1
2243,2015-09-15,grapes,10,2,1
2399,2015-01-21,pastry,11,2,1
4133,2015-01-22,citrus fruit,13,2,3
2937,2015-06-17,photo/film,17,2,1
1029,2015-03-14,dessert,2,2,2
4384,2015-09-22,citrus fruit,14,2,2
3756,2015-07-22,soda,10,2,5
1646,2015-06-19,chewing gum,17,2,2
3066,2015-11-30,root vegetables,12,2,4
1259,2015-11-27,pork,14,2,3
2245,2015-01-28,turkey,8,2,1
3289,2015-03-01,tropical fruit,29,2,4
3742,2015-08-22,sausage,4,2,2
4537,2015-04-09,sausage,13,2,2
4531,2015-09-29,pork,17,2,3
3764,2015-10-05,sausage,12,2,4
1581,2015-08-13,grapes,6,2,1
2859,2015-02-11,grapes,4,2,1
2175,2015-03-06,other vegetables,13,2,4
1301,2015-11-03,pot plants,7,2,1
3465,2015-11-01,bottled water,22,2,1
2203,2015-06-27,prosecco,2,2,1
2113,2015-08-16,UHT-milk,8,2,1
3072,2015-01-26,bottled water,17,6,1
2805,2015-08-17,rolls/buns,11,2,2
2511,2015-07-14,specialty chocolate,21,2,2
2120,2015-01-26,beef,14,2,2
2346,2015-04-24,tropical fruit,15,2,2
2071,2015-10-14,beef,10,2,2
2610,2015-02-26,rolls/buns,7,2,3
3489,2015-11-18,berries,15,2,1
3458,2015-08-13,sausage,10,2,2
4869,2015-02-06,chicken,10,2,4
2580,2015-04-11,sausage,12,2,2
3305,2015-06-24,shopping bags,6,2,2
3811,2015-06-24,canned beer,21,2,1
1782,2015-08-16,soda,13,2,1
3050,2015-04-07,yogurt,33,2,2
4924,2015-09-14,rolls/buns,14,2,1
1480,2015-11-21,rolls/buns,13,2,4
3508,2015-08-15,whole milk,17,2,3
2545,2015-11-18,citrus fruit,12,2,4
3638,2015-06-06,citrus fruit,4,2,2
3971,2015-12-30,brown bread,15,2,2
4536,2015-04-06,tropical fruit,11,2,2
2707,2015-06-12,frankfurter,17,2,2
1382,2015-09-29,coffee,6,2,2
4648,2015-09-14,ham,9,2,1
2699,2015-04-18,other vegetables,10,2,2
3119,2015-02-05,sausage,17,2,3
4695,2015-09-09,pork,26,2,3
4778,2015-08-24,citrus fruit,15,2,1
3451,2015-04-26,tropical fruit,8,2,4
2221,2015-12-16,other vegetables,6,2,4
4217,2015-11-23,pork,25,2,3
1334,2015-06-07,chicken,5,2,1
2499,2015-11-22,root vegetables,15,2,5
3585,2015-07-21,citrus fruit,4,2,3
3161,2015-11-08,fruit/vegetable juice,9,2,3
2434,2015-06-06,beef,7,2,3
4448,2015-01-06,frankfurter,12,2,3
4597,2015-07-13,frankfurter,6,2,1
4584,2015-10-09,beef,10,2,4
1606,2015-03-10,ham,8,2,1
3323,2015-11-12,shopping bags,11,2,1
1308,2015-03-14,pork,8,2,1
1331,2015-10-07,condensed milk,9,2,1
2386,2015-01-30,chicken,12,2,3
3910,2015-02-28,sausage,14,2,2
4274,2015-08-01,bottled beer,12,2,1
3101,2015-01-21,chicken,14,2,3
4416,2015-12-23,finished products,16,2,2
2375,2015-12-09,pork,11,2,1
1819,2015-09-09,root vegetables,17,2,1
3981,2015-10-02,domestic eggs,4,2,2
3553,2015-06-01,domestic eggs,6,2,1
3846,2015-01-28,bottled water,12,2,2
3037,2015-02-23,cling film/bags,5,2,1
3469,2015-02-09,other vegetables,16,2,4
1601,2015-12-09,whole milk,6,2,4
4040,2015-03-03,sausage,11,2,3
3926,2015-06-07,sausage,18,2,2
4201,2015-10-14,tropical fruit,12,2,1
4274,2015-09-30,frankfurter,12,2,5
2665,2015-04-13,frozen potato products,4,2,1
3153,2015-10-08,frankfurter,16,2,1
2691,2015-09-07,frankfurter,10,2,2
4022,2015-07-31,chicken,8,2,2
3716,2015-11-10,tropical fruit,9,2,4
4537,2015-10-12,bottled beer,13,2,2
4875,2015-06-11,citrus fruit,29,2,1
3822,2015-09-25,hamburger meat,19,2,1
3609,2015-12-12,chicken,10,2,1
4428,2015-08-23,pork,6,2,2
3947,2015-04-16,rolls/buns,10,2,1
2448,2015-08-17,bottled water,17,2,2
2688,2015-04-11,sausage,13,2,2
3764,2015-07-24,frozen potato products,12,2,1
4523,2015-08-24,frankfurter,12,2,4
3698,2015-08-30,sausage,11,2,2
3898,2015-08-21,tropical fruit,9,2,2
1761,2015-10-02,bottled beer,18,2,2
2689,2015-01-11,bottled beer,15,2,2
1627,2015-04-11,rolls/buns,9,2,6
4629,2015-11-16,citrus fruit,10,2,1
2790,2015-12-30,yogurt,8,2,2
4496,2015-01-23,turkey,2,2,1
1934,2015-02-27,soda,19,2,2
2513,2015-02-12,canned beer,12,2,4
3298,2015-01-28,canned beer,10,2,1
4214,2015-03-20,sausage,13,2,7
2480,2015-08-14,pork,13,2,1
4962,2015-03-29,Instant food products,11,2,1
3960,2015-06-20,frankfurter,23,2,2
2074,2015-01-23,oil,11,2,1
2625,2015-10-03,chicken,31,2,1
1557,2015-08-04,beef,4,2,1
2007,2015-08-28,dessert,6,2,2
2120,2015-10-07,pork,14,2,1
4289,2015-09-08,curd,9,2,2
2356,2015-01-31,chicken,14,2,1
4301,2015-09-30,whipped/sour cream,15,2,2
2950,2015-02-07,frankfurter,15,2,1
2263,2015-07-02,frankfurter,2,2,2
3186,2015-11-25,liver loaf,10,2,1
2655,2015-07-01,pork,5,2,3
1491,2015-06-18,frankfurter,11,2,4
2069,2015-02-10,pork,10,2,3
3012,2015-09-20,pork,6,2,2
2681,2015-02-24,soda,6,2,4
4144,2015-11-06,root vegetables,8,2,6
3919,2015-10-07,whipped/sour cream,10,2,2
2777,2015-06-01,chocolate,10,2,1
4119,2015-05-09,whole milk,9,2,1
3597,2015-06-23,pork,6,2,4
2110,2015-05-15,coffee,8,2,1
3523,2015-04-19,rolls/buns,16,2,4
3364,2015-09-14,citrus fruit,12,2,3
3759,2015-09-08,citrus fruit,9,2,2
4014,2015-11-15,soda,8,2,4
3140,2015-08-27,cream cheese ,12,2,1
2787,2015-06-24,soda,16,2,2
2525,2015-11-16,chicken,11,2,3
2555,2015-12-05,frozen fish,16,2,1
2419,2015-04-07,sausage,9,2,3
4257,2015-08-21,beef,13,2,2
4267,2015-06-16,ham,14,2,1
2364,2015-09-08,chicken,15,2,1
4008,2015-05-04,herbs,9,2,2
1231,2015-06-28,grapes,16,2,2
1651,2015-05-06,tropical fruit,16,2,1
1371,2015-05-11,frankfurter,6,2,2
2501,2015-09-09,onions,4,2,2
1467,2015-05-02,sausage,5,2,3
1015,2015-05-04,citrus fruit,7,2,3
4697,2015-02-10,hamburger meat,12,2,1
2727,2015-09-30,frankfurter,10,2,5
3592,2015-06-10,sausage,14,2,2
1279,2015-07-19,root vegetables,17,2,1
1708,2015-04-02,oil,16,2,1
